Date,Open,High,Low,Close,Adj Close,Volume
1990-02-01,1.447917,1.458333,1.281250,1.343750,0.237925,23240800
1990-03-01,1.333333,1.395833,1.291667,1.312500,0.232392,6663200
1990-04-01,1.291667,1.333333,1.166667,1.187500,0.210260,3453600
1990-05-01,1.187500,1.364583,1.187500,1.333333,0.236081,3877600
1990-06-01,1.333333,1.416667,1.333333,1.364583,0.249125,3486400
1990-07-01,1.364583,1.427083,1.354167,1.427083,0.260536,2040800
1990-08-01,1.406250,1.500000,1.375000,1.427083,0.260536,3186400
1990-09-01,1.416667,1.520833,1.416667,1.510417,0.283566,1974400
1990-10-01,1.510417,1.541667,1.406250,1.416667,0.265965,1196800
1990-11-01,1.395833,1.458333,1.385417,1.416667,0.265965,3629600
1990-12-01,1.416667,1.416667,1.281250,1.322917,0.255564,1050400
1991-01-01,1.302083,1.312500,1.145833,1.145833,0.221355,1385600
1991-02-01,1.156250,1.291667,1.114583,1.281250,0.247514,5672800
1991-03-01,1.260417,1.343750,1.239583,1.250000,0.249642,6191200
1991-04-01,1.250000,1.510417,1.250000,1.322917,0.264205,10284000
1991-05-01,1.322917,1.385417,1.270833,1.375000,0.274606,14189600
1991-06-01,1.375000,1.385417,1.166667,1.239583,0.255196,10348800
1991-07-01,1.250000,1.416667,1.208333,1.385417,0.285219,5886400
1991-08-01,1.364583,1.458333,1.343750,1.458333,0.300231,5250400
1991-09-01,1.447917,1.468750,1.343750,1.385417,0.293946,7408000
1991-10-01,1.406250,1.406250,1.250000,1.291667,0.274054,6452000
1991-11-01,1.302083,1.322917,1.083333,1.104167,0.234272,4058400
1991-12-01,1.093750,1.104167,0.937500,1.020833,0.223491,14455200
1992-01-01,1.041667,1.062500,0.875000,0.916667,0.200686,11921600
1992-02-01,0.916667,0.989583,0.854167,0.875000,0.191564,8851200
1992-03-01,0.885417,1.031250,0.864583,0.979167,0.223650,17428800
1992-04-01,0.989583,1.125000,0.916667,1.072917,0.245063,10696000
1992-05-01,1.083333,1.166667,1.041667,1.135417,0.259339,13164800
1992-06-01,1.145833,1.208333,0.968750,0.968750,0.230153,7151200
1992-07-01,0.979167,1.343750,0.979167,1.322917,0.314295,11791200
1992-08-01,1.322917,1.427083,1.239583,1.427083,0.339042,11254400
1992-09-01,1.427083,1.656250,1.385417,1.645833,0.403573,18802400
1992-10-01,1.656250,1.666667,1.375000,1.510417,0.370367,10512000
1992-11-01,1.500000,1.562500,1.250000,1.281250,0.314174,11036000
1992-12-01,1.281250,1.510417,1.208333,1.489583,0.375537,8887200
1993-01-01,1.479167,1.479167,1.281250,1.458333,0.367659,9899200
1993-02-01,1.447917,1.635417,1.437500,1.604167,0.404425,16231200
1993-03-01,1.614583,2.010417,1.583333,1.958333,0.506575,24100000
1993-04-01,1.968750,2.041667,1.791667,2.020833,0.522742,8391200
1993-05-01,2.000000,2.020833,1.854167,1.989583,0.514659,4565600
1993-06-01,1.979167,2.156250,1.885417,2.020833,0.533879,12225600
1993-07-01,2.010417,2.020833,1.677083,1.916667,0.506360,10457600
1993-08-01,1.906250,2.250000,1.895833,2.125000,0.561399,9017600
1993-09-01,2.125000,2.229167,1.854167,2.062500,0.556064,8329600
1993-10-01,2.062500,2.187500,1.927083,2.000000,0.539214,4908800
1993-11-01,1.968750,1.989583,1.604167,1.635417,0.440920,9892000
1993-12-01,1.583333,1.770833,1.468750,1.760417,0.485323,15100000
1994-01-01,1.760417,1.895833,1.687500,1.843750,0.508297,7804000
1994-02-01,1.843750,1.979167,1.708333,1.802083,0.496810,15041600
1994-03-01,1.802083,1.864583,1.593750,1.625000,0.457806,22380800
1994-04-01,1.604167,1.875000,1.562500,1.833333,0.516499,10372000
1994-05-01,1.833333,1.937500,1.625000,1.645833,0.463675,7564800
1994-06-01,1.645833,1.833333,1.625000,1.739583,0.500948,11476000
1994-07-01,1.750000,1.854167,1.614583,1.614583,0.464952,10460000
1994-08-01,1.614583,1.677083,1.583333,1.635417,0.470951,19353600
1994-09-01,1.645833,1.718750,1.531250,1.531250,0.451853,12352000
1994-10-01,1.541667,1.656250,1.458333,1.541667,0.454927,11774400
1994-11-01,1.531250,1.552083,1.333333,1.395833,0.411893,10673600
1994-12-01,1.395833,1.395833,1.114583,1.208333,0.366346,20045600
1995-01-01,1.208333,1.239583,1.031250,1.041667,0.315815,21836000
1995-02-01,1.041667,1.166667,1.041667,1.145833,0.347397,15892000
1995-03-01,1.135417,1.333333,1.104167,1.302083,0.409203,14685600
1995-04-01,1.312500,1.333333,1.239583,1.291667,0.405929,7077600
1995-05-01,1.291667,1.416667,1.260417,1.312500,0.412477,9704000
1995-06-01,1.302083,1.343750,1.135417,1.145833,0.371718,10336800
1995-07-01,1.145833,1.166667,1.083333,1.166667,0.378477,10032000
1995-08-01,1.177083,1.208333,1.093750,1.208333,0.391994,11670400
1995-09-01,1.208333,1.281250,1.125000,1.135417,0.381936,5761600
