Date,Open,High,Low,Close,Adj Close,Volume
1979-05-01,3.559404,4.377104,3.511303,4.329004,1.640280,1042000
1979-06-01,4.329004,4.761905,4.280904,4.521405,1.713181,2220000
1979-07-01,4.521405,5.098605,4.256854,4.449255,1.685843,1467000
1979-08-01,4.449255,5.507455,4.449255,5.459355,2.068575,1632000
1979-09-01,5.459355,5.747956,4.810005,5.483406,2.077687,2189600
1979-10-01,5.483406,6.469457,5.002405,5.483406,2.077687,2911200
1979-11-01,5.507455,7.551708,5.507455,6.854257,2.597111,3484400
1979-12-01,6.830207,7.551708,6.421356,6.709957,2.542435,1769200
1980-01-01,6.637806,7.455507,6.132756,6.998557,2.651787,2528000
1980-02-01,6.974507,8.441559,6.878307,7.840308,2.970729,3117800
1980-03-01,7.792208,7.792208,4.016354,5.026455,1.904547,3127800
1980-04-01,5.074555,5.988456,4.689754,5.820106,2.205266,2469400
1980-05-01,5.820106,6.277056,5.363155,6.060606,2.296392,1127800
1980-06-01,6.060606,7.611833,5.808081,6.818182,2.583440,2012600
1980-07-01,6.818182,7.359307,6.637806,7.070707,2.679125,2566400
1980-08-01,7.034632,7.900433,6.529582,7.792208,2.952506,2559600
1980-09-01,7.792208,9.343434,7.611833,8.441559,3.198546,3573800
1980-10-01,8.441559,10.461761,8.297258,9.235209,3.499265,3789400
1980-11-01,9.271284,11.471862,9.271284,11.291487,4.278399,3166600
1980-12-01,11.291487,12.049062,9.992785,10.425686,3.950341,2579200
1981-01-01,10.425686,10.642136,8.225108,8.549784,3.239554,2527000
1981-02-01,8.477633,9.632034,7.467533,9.469697,3.588113,1531400
1981-03-01,9.469697,10.389610,8.062771,10.010822,3.793150,2376400
1981-04-01,10.010822,10.660173,9.253246,9.577922,3.629122,1652000
1981-05-01,9.577922,11.093074,9.036797,10.335498,3.916168,1354600
1981-06-01,10.335498,10.335498,8.387445,9.036797,3.424083,2377200
1981-07-01,9.036797,10.768398,8.549784,10.660173,4.039191,2867000
1981-08-01,10.660173,12.229437,10.119047,10.119047,3.834155,3685000
1981-09-01,10.119047,10.768398,7.413420,8.116883,3.075525,2617000
1981-10-01,8.116883,9.469697,8.062771,9.469697,3.588113,1892800
1981-11-01,9.469697,9.848485,8.333333,8.982684,3.403581,1390400
1981-12-01,9.036797,9.090909,7.521645,8.441559,3.198546,2276400
1982-01-01,8.333333,8.387445,5.735931,7.034632,2.665456,2870600
1982-02-01,6.926407,7.034632,5.465368,5.844156,2.214378,1398200
1982-03-01,5.952381,6.114718,5.086580,6.006494,2.275889,2283600
1982-04-01,5.844156,6.655844,5.681818,6.060606,2.307038,1166400
1982-05-01,6.168831,6.980519,5.844156,5.952381,2.265841,1179200
1982-06-01,6.006494,6.114718,4.761905,5.140693,1.956864,1555000
1982-07-01,4.978355,5.086580,4.220779,4.274892,1.635295,1642400
1982-08-01,4.274892,5.465368,3.354978,5.140693,1.966493,3323000
1982-09-01,4.870130,5.086580,4.166667,4.220779,1.614594,1433000
1982-10-01,4.329004,5.952381,4.166667,4.761905,1.832188,2935400
1982-11-01,4.816017,5.573593,4.220779,4.383117,1.686446,2557600
1982-12-01,4.437230,4.761905,4.112554,4.545455,1.748906,2949600
1983-01-01,4.545455,5.194805,4.274892,4.329004,1.677515,3120600
1983-02-01,4.274892,4.599567,3.571429,4.004329,1.551702,3533600
1983-03-01,3.896104,4.545455,3.787879,4.383117,1.698484,2335800
1983-04-01,4.437230,5.140693,4.166667,5.140693,2.007238,3129200
1983-05-01,5.086580,6.060606,4.978355,5.790043,2.260783,3918000
1983-06-01,5.627706,6.547619,5.357143,6.331169,2.472072,3432000
1983-07-01,6.439394,6.980519,6.060606,6.277056,2.462434,3623400
1983-08-01,6.277056,7.088745,5.898268,6.493506,2.547344,3037800
1983-09-01,6.439394,6.493506,5.735931,5.790043,2.271382,1568200
1983-10-01,5.790043,5.898268,4.924242,5.140693,2.026967,2926000
1983-11-01,5.194805,5.194805,4.599567,4.816017,1.898947,1456800
1983-12-01,4.816017,5.573593,4.653680,5.194805,2.048304,2119000
1984-01-01,5.140693,5.627706,4.816017,5.465368,2.168326,1965600
1984-02-01,5.519481,5.735931,4.761905,5.681818,2.254203,1495600
1984-03-01,5.681818,6.168831,5.248918,6.114718,2.425950,2046600
1984-04-01,6.060606,6.331169,5.790043,6.168831,2.460175,1607400
1984-05-01,6.168831,6.222944,5.735931,5.790043,2.309112,1436000
1984-06-01,5.844156,5.898268,4.707792,4.761905,1.899081,1537000
1984-07-01,4.761905,4.978355,4.004329,4.112554,1.649841,1484800
1984-08-01,4.112554,5.627706,4.112554,5.519481,2.214259,1751400
1984-09-01,5.519481,5.519481,4.924242,5.086580,2.040593,1078400
1984-10-01,5.194805,5.519481,4.329004,4.329004,1.746971,1268800
1984-11-01,4.383117,5.086580,4.329004,4.707792,1.899831,2185000
1984-12-01,4.653680,4.870130,4.274892,4.383117,1.768808,1980600
1985-01-01,4.383117,4.599567,4.274892,4.545455,1.863716,1633400
1985-02-01,4.437230,5.086580,4.437230,4.816017,1.974651,1705800
1985-03-01,4.816017,5.140693,4.761905,5.086580,2.085587,1496000
1985-04-01,5.032467,5.411255,4.816017,5.303030,2.206040,1496800
1985-05-01,5.303030,5.357143,4.816017,4.978355,2.070976,2103000
1985-06-01,4.978355,4.978355,4.329004,4.437230,1.845870,1032000
1985-07-01,4.437230,4.816017,4.274892,4.599567,1.944067,1622000
1985-08-01,4.653680,4.816017,4.491342,4.707792,1.989808,986800
1985-09-01,4.816017,4.924242,4.599567,4.761905,2.012680,1129200
1985-10-01,4.870130,5.248918,4.816017,5.248918,2.252397,1698200
1985-11-01,5.194805,5.357143,5.086580,5.303030,2.275619,1817400
1985-12-01,5.303030,5.790043,4.707792,4.707792,2.020192,3408000
1986-01-01,4.707792,5.194805,4.437230,4.545455,1.978343,2884400
1986-02-01,4.491342,4.545455,3.841991,4.004329,1.742827,1982400
1986-03-01,3.950217,4.166667,3.625541,3.787879,1.648620,1836000
1986-04-01,3.841991,3.896104,3.679654,3.841991,1.702760,1213600
1986-05-01,3.787879,4.058442,3.679654,4.004329,1.774708,2458800
1986-06-01,4.004329,4.004329,3.517316,3.679654,1.630812,1786800
1986-07-01,3.679654,3.733766,3.300866,3.354978,1.516187,1702400
1986-08-01,3.354978,4.058442,3.300866,3.896104,1.760732,1738000
1986-09-01,3.896104,4.329004,3.733766,3.787879,1.711823,1380800
1986-10-01,3.841991,4.274892,3.625541,3.896104,1.793878,1934800
1986-11-01,3.896104,4.004329,3.625541,3.733766,1.719134,1455600
1986-12-01,3.787879,4.274892,3.679654,3.896104,1.793878,2480000
1987-01-01,3.896104,4.978355,3.896104,4.491342,2.104732,2570200
1987-02-01,4.545455,4.816017,4.274892,4.274892,2.003298,3152200
1987-03-01,4.274892,5.465368,4.274892,5.140693,2.409030,3534200
1987-04-01,5.086580,5.303030,4.437230,4.491342,2.134416,2067400
1987-05-01,4.545455,5.140693,4.383117,4.653680,2.211565,1148200
1987-06-01,4.599567,4.761905,4.383117,4.653680,2.211565,1462400
1987-07-01,4.653680,5.086580,4.491342,5.086580,2.454643,2201400
1987-08-01,5.140693,5.411255,4.761905,5.194805,2.506868,2720800
1987-09-01,5.140693,5.140693,4.545455,4.599567,2.219624,1589000
1987-10-01,4.653680,4.761905,3.030303,3.084416,1.514685,2978000
1987-11-01,3.192641,3.409091,2.976191,3.138528,1.541258,2518200
1987-12-01,3.138528,3.409091,2.867965,3.246753,1.594405,5295600
1988-01-01,3.246753,3.841991,3.246753,3.625541,1.817738,2169600
1988-02-01,3.571429,3.787879,3.409091,3.625541,1.817738,1741400
1988-03-01,3.625541,3.625541,3.354978,3.463203,1.736347,2288800
