Date,Open,High,Low,Close,Adj Close,Volume
1987-04-01,18.375000,19.000000,15.875000,18.000000,7.059967,6144800
1987-05-01,18.125000,23.375000,17.875000,21.875000,8.640038,9595100
1987-06-01,21.875000,23.375000,21.125000,22.750000,8.985641,8423500
1987-07-01,23.000000,27.250000,23.000000,26.250000,10.368038,14133800
1987-08-01,27.000000,27.375000,22.500000,25.250000,10.017810,11089600
1987-09-01,25.250000,25.875000,23.750000,24.625000,9.769844,7091300
1987-10-01,24.875000,26.250000,11.625000,16.875000,6.695070,13200600
1987-11-01,16.500000,17.625000,11.125000,11.625000,4.612159,7509500
1987-12-01,11.875000,14.875000,11.625000,13.625000,5.405652,10612100
1988-01-01,13.750000,16.375000,13.500000,15.750000,6.248732,5633900
1988-02-01,15.625000,17.000000,14.500000,16.750000,6.645479,6790200
1988-03-01,16.500000,18.500000,15.750000,17.875000,7.143979,8535800
1988-04-01,17.875000,19.875000,16.750000,17.500000,6.994107,9503600
1988-05-01,17.375000,18.000000,16.125000,16.750000,6.694357,4774200
1988-06-01,16.750000,16.750000,14.625000,15.375000,6.468234,9525000
1988-07-01,15.250000,15.875000,14.750000,15.500000,6.520818,4619000
1988-08-01,15.250000,15.250000,13.500000,13.875000,5.837186,6772700
1988-09-01,13.875000,13.875000,12.875000,13.125000,5.562933,4898300
1988-10-01,13.000000,13.875000,12.125000,13.000000,5.509955,8064300
1988-11-01,12.875000,13.375000,12.125000,12.875000,5.505209,4916100
1988-12-01,12.875000,14.250000,12.750000,14.000000,5.986250,6405400
1989-01-01,14.000000,15.625000,13.625000,14.875000,6.360389,11085500
1989-02-01,15.000000,15.875000,14.375000,15.250000,6.571111,5961500
1989-03-01,15.250000,17.500000,15.125000,16.875000,7.271315,12757400
1989-04-01,16.875000,18.375000,16.625000,17.625000,7.594484,8392800
1989-05-01,17.500000,18.000000,16.875000,17.000000,7.325177,8138900
1989-06-01,17.000000,20.000000,16.875000,19.250000,8.349156,10120900
1989-07-01,19.250000,20.125000,18.375000,20.000000,8.674456,7536800
1989-08-01,20.000000,22.500000,19.375000,22.375000,9.761378,11318300
1989-09-01,22.500000,23.000000,20.875000,21.000000,9.161517,7140500
1989-10-01,21.125000,23.125000,19.875000,21.375000,9.325122,11232500
1989-11-01,21.375000,24.500000,20.750000,24.500000,10.748005,8983500
1989-12-01,24.500000,27.625000,24.125000,25.500000,11.186702,9266400
1990-01-01,25.625000,26.125000,21.750000,23.625000,10.364149,8666600
1990-02-01,23.875000,28.000000,23.625000,25.625000,11.298340,14901700
1990-03-01,25.625000,28.750000,25.500000,27.625000,12.180165,10073200
1990-04-01,27.375000,29.000000,25.250000,25.750000,11.353453,10760300
1990-05-01,25.875000,29.625000,25.875000,29.250000,12.954779,11653700
1990-06-01,29.375000,29.750000,26.750000,27.250000,12.068977,9558900
1990-07-01,27.000000,31.625000,25.625000,31.500000,13.951300,13690600
1990-08-01,31.500000,34.750000,28.500000,30.500000,13.559739,14062700
1990-09-01,30.625000,33.000000,28.625000,29.000000,12.892862,6788800
1990-10-01,29.000000,29.875000,25.750000,26.500000,11.781414,10791400
1990-11-01,26.625000,28.250000,24.750000,27.500000,12.275098,10897900
1990-12-01,27.375000,27.750000,24.125000,25.625000,11.438160,9768300
