Date,Open,High,Low,Close,Adj Close,Volume
1980-03-01,0.000000,0.739583,0.536458,0.572917,0.162485,3408000
1980-04-01,0.000000,0.635417,0.557292,0.598958,0.169870,5347200
1980-05-01,0.000000,0.625000,0.562500,0.604167,0.171347,3532800
1980-06-01,0.604167,0.718750,0.604167,0.661458,0.187596,2510400
1980-07-01,0.000000,0.692708,0.645833,0.677083,0.192027,4699200
1980-08-01,0.000000,0.770833,0.666667,0.729167,0.206799,5476800
1980-09-01,0.000000,0.833333,0.755208,0.755208,0.214184,5443200
1980-10-01,0.755208,0.875000,0.755208,0.807292,0.228956,11692800
1980-11-01,0.000000,0.885417,0.786458,0.869792,0.246681,5472000
1980-12-01,0.000000,0.906250,0.854167,0.869792,0.246681,7267200
1981-01-01,0.000000,0.869792,0.776042,0.786458,0.223047,5788800
1981-02-01,0.000000,0.781250,0.755208,0.765625,0.217139,2016000
1981-03-01,0.000000,0.828125,0.760417,0.796875,0.226001,3547200
1981-04-01,0.000000,0.802083,0.739583,0.744792,0.211230,3163200
1981-05-01,0.000000,0.796875,0.739583,0.765625,0.217139,3249600
1981-06-01,0.000000,0.776042,0.687500,0.687500,0.194982,3081600
1981-07-01,0.000000,0.708333,0.677083,0.687500,0.194982,3220800
1981-08-01,0.000000,0.781250,0.687500,0.718750,0.203844,4029600
1981-09-01,0.000000,0.750000,0.500000,0.500000,0.141805,1732800
1981-10-01,0.000000,0.625000,0.500000,0.583333,0.165439,3693600
1981-11-01,0.000000,0.645833,0.593750,0.593750,0.168393,2810400
1981-12-01,0.000000,0.776042,0.583333,0.718750,0.203844,17961600
1982-01-01,0.000000,0.708333,0.614583,0.630208,0.178733,1819200
1982-02-01,0.000000,0.645833,0.541667,0.598958,0.169870,1936800
1982-03-01,0.000000,0.593750,0.479167,0.505208,0.143282,3148800
1982-04-01,0.000000,0.567708,0.505208,0.505208,0.143282,2244000
1982-05-01,0.000000,0.552083,0.494792,0.505208,0.143282,9525600
1982-06-01,0.000000,0.541667,0.489583,0.510417,0.144759,2476800
1982-07-01,0.000000,0.526042,0.489583,0.489583,0.138851,1648800
1982-08-01,0.000000,0.510417,0.395833,0.421875,0.119648,2176800
1982-09-01,0.000000,0.500000,0.401042,0.416667,0.118171,3300000
1982-10-01,0.000000,0.703125,0.401042,0.651042,0.184642,9480000
1982-11-01,0.000000,0.635417,0.520833,0.531250,0.150668,5116800
1982-12-01,0.000000,0.614583,0.500000,0.546875,0.155099,5073600
1983-01-01,0.000000,0.729167,0.541667,0.593750,0.168393,7034400
1983-02-01,0.000000,0.677083,0.583333,0.625000,0.177256,5126400
1983-03-01,0.000000,0.640625,0.536458,0.588542,0.166916,5692800
1983-04-01,0.000000,0.640625,0.557292,0.640625,0.181687,4936800
1983-05-01,0.000000,0.791667,0.630208,0.708333,0.200890,6194400
1983-06-01,0.000000,0.921875,0.697917,0.859375,0.243727,11188800
1983-07-01,0.000000,0.916667,0.744792,0.770833,0.218616,3780000
1983-08-01,0.000000,0.895833,0.744792,0.848958,0.240773,4612800
1983-09-01,0.000000,0.890625,0.802083,0.822917,0.233387,2443200
1983-10-01,0.000000,0.927083,0.791667,0.895833,0.254067,6211200
1983-11-01,0.000000,0.916667,0.802083,0.833333,0.236341,4132800
1983-12-01,0.000000,0.921875,0.802083,0.854167,0.242250,5911200
1984-01-01,0.000000,1.031250,0.802083,1.000000,0.283610,8661600
1984-02-01,0.000000,1.020833,0.859375,0.958333,0.271793,4092000
1984-03-01,0.000000,1.020833,0.932292,1.010417,0.286564,6976800
1984-04-01,0.000000,1.161458,0.994792,1.036458,0.293950,5316000
1984-05-01,0.000000,1.078125,0.895833,0.937500,0.265884,9338400
1984-06-01,0.000000,1.015625,0.822917,0.864583,0.245204,5232000
1984-07-01,0.000000,0.942708,0.854167,0.885417,0.251113,2328000
