Date,Open,High,Low,Close,Adj Close,Volume
1985-07-01,0.000000,5.812500,5.250000,5.375000,3.983457,188000
1985-08-01,0.000000,5.375000,4.562500,5.000000,3.705540,159800
1985-09-01,0.000000,5.062500,4.687500,4.687500,3.473944,161800
1985-10-01,0.000000,4.937500,4.687500,4.812500,3.566581,40200
1985-11-01,0.000000,4.812500,4.500000,4.500000,3.334985,47400
1985-12-01,0.000000,4.500000,3.875000,3.937500,2.918113,578000
1986-01-01,0.000000,4.062500,3.562500,3.750000,2.779155,359800
1986-02-01,0.000000,3.812500,3.187500,3.250000,2.408602,362600
1986-03-01,0.000000,4.187500,3.187500,3.750000,2.779155,409400
1986-04-01,0.000000,4.000000,3.500000,3.562500,2.640199,302000
1986-05-01,0.000000,4.000000,3.375000,3.812500,2.825474,448800
1986-06-01,0.000000,3.750000,3.500000,3.562500,2.640199,174800
1986-07-01,0.000000,3.562500,2.250000,2.375000,1.760131,514200
1986-08-01,0.000000,3.187500,2.312500,2.750000,2.038047,191000
1986-09-01,0.000000,3.187500,2.687500,2.937500,2.177004,162800
1986-10-01,0.000000,3.187500,2.687500,3.000000,2.223325,195400
1986-11-01,0.000000,3.125000,2.875000,2.875000,2.130687,119000
1986-12-01,0.000000,2.937500,2.375000,2.437500,1.806451,269000
1987-01-01,0.000000,3.125000,2.437500,2.875000,2.130687,175800
1987-02-01,0.000000,3.187500,2.687500,2.937500,2.177004,143200
1987-03-01,0.000000,2.937500,2.687500,2.812500,2.084366,156000
1987-04-01,0.000000,3.000000,2.500000,3.000000,2.223325,222200
1987-05-01,0.000000,3.000000,2.687500,2.812500,2.084366,131200
1987-06-01,0.000000,2.812500,2.562500,2.625000,1.945409,134800
1987-07-01,0.000000,3.062500,2.625000,2.750000,2.038047,237600
1987-08-01,0.000000,2.875000,2.562500,2.625000,1.945409,192800
1987-09-01,0.000000,2.625000,2.312500,2.562500,1.899089,170600
1987-10-01,0.000000,2.687500,1.500000,2.062500,1.528536,578800
1987-11-01,0.000000,2.375000,1.562500,1.625000,1.204301,214600
1987-12-01,0.000000,1.687500,1.000000,1.062500,0.787427,580800
1988-01-01,0.000000,1.375000,1.125000,1.250000,0.926385,188200
1988-02-01,0.000000,1.312500,1.000000,1.062500,0.787427,232200
1988-03-01,0.000000,1.250000,1.000000,1.250000,0.926385,147600
1988-04-01,0.000000,1.250000,1.062500,1.187500,0.880066,172400
1988-05-01,0.000000,1.187500,1.062500,1.062500,0.787427,171800
1988-06-01,1.062500,1.125000,0.937500,1.000000,0.741108,153000
1988-07-01,0.000000,1.062500,0.875000,0.937500,0.694789,109800
1988-08-01,0.000000,1.625000,0.937500,1.500000,1.111662,422400
1988-09-01,0.000000,1.687500,1.437500,1.468750,1.088502,427400
1988-10-01,0.000000,2.937500,1.937500,2.000000,1.482216,160200
1988-11-01,0.000000,2.250000,1.812500,1.937500,1.435897,270400
1988-12-01,0.000000,2.375000,1.875000,2.375000,1.760131,547200
1989-01-01,0.000000,2.500000,2.312500,2.437500,1.806451,281800
1989-02-01,0.000000,3.875000,2.375000,3.500000,2.593878,1745600
1989-03-01,0.000000,3.812500,3.125000,3.437500,2.547559,437400
1989-04-01,0.000000,4.000000,3.187500,3.937500,2.918113,1233400
1989-05-01,0.000000,4.375000,3.750000,4.250000,3.149710,888000
1989-06-01,0.000000,4.375000,4.062500,4.250000,3.149710,372200
1989-07-01,0.000000,4.625000,4.062500,4.500000,3.334985,736600
1989-08-01,0.000000,4.437500,3.937500,4.187500,3.103389,350400
1989-09-01,0.000000,4.562500,4.125000,4.500000,3.334985,552400
1989-10-01,0.000000,5.562500,4.500000,5.250000,3.890818,1138000
1989-11-01,0.000000,6.187500,5.125000,5.875000,4.354009,497800
1989-12-01,0.000000,7.375000,6.000000,6.750000,5.002478,1076400
1990-01-01,0.000000,6.750000,5.875000,6.125000,4.539289,700200
1990-02-01,0.000000,6.750000,6.062500,6.125000,4.539289,405000
1990-03-01,0.000000,6.687500,6.062500,6.312500,4.678245,664200
1990-04-01,0.000000,6.500000,6.062500,6.125000,4.539289,204800
1990-05-01,0.000000,7.250000,6.187500,6.562500,4.863523,614800
1990-06-01,0.000000,6.687500,5.500000,6.625000,4.909838,305800
1990-07-01,0.000000,6.937500,6.500000,6.875000,5.095119,908400
1990-08-01,0.000000,7.625000,6.125000,6.375000,4.724565,972400
1990-09-01,0.000000,7.625000,6.250000,7.500000,5.558309,577600
1990-10-01,0.000000,7.437500,5.937500,6.125000,4.539289,474400
1990-11-01,0.000000,6.312500,5.562500,5.687500,4.215051,629600
1990-12-01,0.000000,5.750000,4.875000,5.750000,4.261373,717600
1991-01-01,0.000000,5.687500,4.500000,4.812500,3.566581,672600
1991-02-01,0.000000,5.750000,4.750000,5.312500,3.937138,905200
1991-03-01,0.000000,5.437500,4.687500,5.000000,3.705540,764600
1991-04-01,0.000000,4.937500,4.625000,4.625000,3.427627,351200
1991-05-01,0.000000,5.375000,4.687500,5.375000,3.983457,259200
1991-06-01,0.000000,5.812500,4.750000,4.750000,3.520262,282800
1991-07-01,0.000000,5.125000,4.312500,5.062500,3.751860,400400
1991-08-01,0.000000,5.500000,4.875000,5.250000,3.890818,469200
1991-09-01,0.000000,5.937500,5.312500,5.875000,4.354009,745400
1991-10-01,5.875000,6.250000,5.375000,5.875000,4.354009,397600
1991-11-01,0.000000,6.250000,5.312500,5.500000,4.076094,822800
1991-12-01,5.375000,5.500000,4.375000,4.437500,3.288669,340000
1992-01-01,4.375000,4.500000,3.812500,3.937500,2.918113,229000
1992-02-01,3.937500,4.500000,3.875000,4.312500,3.196028,255800
1992-03-01,4.312500,4.625000,4.250000,4.312500,3.196028,429800
1992-04-01,4.187500,4.500000,3.937500,4.500000,3.334985,390000
1992-05-01,4.500000,5.625000,4.500000,5.500000,4.076094,313000
1992-06-01,5.437500,5.500000,4.875000,5.250000,3.890818,3248200
1992-07-01,5.250000,6.937500,5.250000,6.875000,5.095119,2856600
1992-08-01,6.937500,7.625000,6.875000,7.625000,5.650949,2152400
1992-09-01,7.625000,8.000000,7.437500,7.750000,5.743587,2229600
1992-10-01,7.750000,7.750000,6.812500,7.375000,5.465672,1943600
1992-11-01,7.500000,7.562500,6.750000,6.937500,5.141435,2721400
1992-12-01,7.000000,7.812500,6.500000,7.500000,5.558309,2240600
1993-01-01,7.625000,8.250000,7.187500,8.250000,6.114142,2917000
1993-02-01,8.250000,10.500000,7.687500,9.750000,7.225802,5816000
1993-03-01,9.875000,12.187500,9.875000,11.625000,8.615379,4448600
1993-04-01,11.562500,12.125000,10.687500,10.812500,8.013232,1491000
1993-05-01,10.750000,11.312500,9.937500,10.687500,7.920594,2880000
1993-06-01,11.000000,13.500000,11.000000,13.437500,9.958636,1743400
1993-07-01,13.500000,13.500000,10.750000,11.125000,8.265380,1566600
1993-08-01,11.062500,12.437500,10.312500,12.187500,9.054772,1990200
1993-09-01,12.062500,13.250000,12.062500,12.750000,9.472687,2410400
1993-10-01,12.625000,13.625000,10.000000,10.062500,7.494441,2665400
1993-11-01,10.062500,10.875000,8.812500,9.187500,6.842754,2186400
1993-12-01,9.125000,10.312500,8.562500,10.312500,7.680638,2757000
1994-01-01,10.312500,11.437500,10.000000,10.250000,7.659618,3064600
1994-02-01,10.312500,10.750000,9.625000,9.750000,7.285983,1767400
1994-03-01,9.625000,10.250000,8.875000,8.875000,6.632112,2004200
1994-04-01,8.750000,10.812500,8.625000,10.812500,8.104436,973000
1994-05-01,10.750000,12.312500,10.562500,10.625000,7.963894,1454200
1994-06-01,10.562500,13.250000,10.562500,11.250000,8.432358,2228600
1994-07-01,11.375000,11.625000,9.875000,10.125000,7.609639,1112400
1994-08-01,10.187500,10.812500,10.125000,10.500000,7.891479,762600
1994-09-01,10.375000,11.375000,10.000000,10.437500,7.844504,1497000
1994-10-01,10.375000,11.125000,9.750000,10.937500,8.243566,1206200
1994-11-01,10.875000,10.875000,8.500000,9.625000,7.254343,639800
1994-12-01,9.687500,9.750000,8.000000,9.125000,6.877489,2507600
1995-01-01,9.125000,9.125000,8.375000,8.500000,6.428160,1262600
1995-02-01,8.500000,9.812500,8.500000,9.000000,6.806288,1655600
1995-03-01,9.000000,10.687500,9.000000,10.500000,7.940663,2199000
1995-04-01,10.468750,11.250000,10.375000,10.375000,7.870823,1540000
1995-05-01,10.500000,10.937500,10.000000,10.750000,8.155315,2260000
1995-06-01,10.812500,11.625000,10.312500,10.750000,8.155315,1421000
1995-07-01,10.750000,10.937500,9.000000,9.812500,7.464116,2603400
1995-08-01,9.875000,10.750000,9.562500,10.562500,8.034616,1043200
1995-09-01,10.687500,11.937500,10.687500,10.937500,8.319869,1325600
1995-10-01,10.937500,11.375000,10.750000,10.875000,8.293505,682200
1995-11-01,10.812500,12.250000,10.750000,12.062500,9.199117,571400
1995-12-01,12.062500,13.000000,11.812500,12.750000,9.723416,1560400
1996-01-01,12.750000,12.875000,10.625000,12.312500,9.412583,2143400
1996-02-01,12.062500,12.062500,10.625000,11.187500,8.552558,1599600
1996-03-01,11.000000,12.000000,9.937500,11.750000,8.982569,1908800
1996-04-01,11.875000,12.875000,11.000000,12.750000,9.775835,2059800
1996-05-01,12.687500,12.937500,11.500000,12.750000,9.775835,1587000
1996-06-01,12.812500,13.062500,12.062500,12.250000,9.392466,1301000
1996-07-01,12.312500,13.750000,11.375000,11.687500,8.983182,4037000
1996-08-01,12.187500,12.937500,11.375000,11.375000,8.742985,2022600
1996-09-01,11.375000,12.750000,11.375000,12.750000,9.799830,3371200
1996-10-01,12.625000,17.750000,12.625000,17.437500,13.437206,5772200
1996-11-01,17.437500,18.250000,17.000000,18.125000,13.966985,3360000
1996-12-01,18.250000,18.500000,15.625000,17.375000,13.389041,2889000
1997-01-01,17.375000,19.437500,17.187500,17.687500,13.671121,3042200
1997-02-01,17.500000,18.125000,15.250000,15.625000,12.076964,3234600
1997-03-01,15.375000,16.500000,14.750000,15.000000,11.593890,2638800
1997-04-01,14.875000,16.500000,13.687500,16.500000,12.792333,4130200
1997-05-01,16.625000,19.125000,16.625000,18.500000,14.342922,3855400
1997-06-01,18.812500,19.250000,17.250000,18.375000,14.246013,3252800
1997-07-01,18.406250,19.218750,18.062500,19.031250,14.796995,2249400
1997-08-01,19.031250,21.437500,18.812500,21.343750,16.594994,2270000
1997-09-01,21.625000,22.625000,20.500000,22.000000,17.105228,3182800
1997-10-01,22.093750,24.562500,21.250000,22.375000,17.436708,2884800
1997-11-01,22.375000,23.437500,19.093750,19.437500,15.147538,1670800
1997-12-01,19.312500,19.437500,17.500000,19.250000,15.001417,4365200
1998-01-01,19.250000,19.250000,16.437500,17.437500,13.626406,3839200
1998-02-01,17.500000,18.000000,16.625000,17.031250,13.308946,3443000
1998-03-01,17.125000,20.562500,16.875000,19.437500,15.189296,3803600
1998-04-01,19.437500,20.250000,18.031250,19.937500,15.622813,3410000
1998-05-01,19.968750,20.187500,17.875000,18.343750,14.373963,2624600
1998-06-01,18.312500,18.968750,16.312500,17.468750,13.688325,6253800
1998-07-01,17.375000,18.312500,16.125000,16.125000,12.671261,10340600
1998-08-01,16.000000,16.156250,13.187500,13.218750,10.387493,6023600
1998-09-01,13.343750,17.031250,13.062500,16.468750,12.941389,3976200
1998-10-01,16.468750,17.125000,15.062500,16.937500,13.354441,6893800
1998-11-01,17.000000,18.343750,16.437500,16.468750,12.984853,4726000
